# time = 2.54
# Grid points = 1730
# Domain Size = 4
# Pressure (Pa) = 100000
#             1_pos             2_posf             3_rho             4_dvisc             5_uvel             6_vvel             7_wvel
  -8.3445841151e-02  -8.3553617696e-02   1.1960000000e+00   1.8346640000e-05   3.6643986491e+00  -3.4315036484e-02  -3.4315036484e-02
  -8.3140891285e-02  -8.3338064606e-02   1.1960000000e+00   1.8346640000e-05   3.8414673157e+00   9.5667797281e-02   9.5667797281e-02
  -8.2748122340e-02  -8.2943717964e-02   1.1960000000e+00   1.8346640000e-05   3.9105415406e+00   1.3893877199e-01   1.3893877199e-01
  -8.2358434194e-02  -8.2552526716e-02   1.1960000000e+00   1.8346640000e-05   3.8993560466e+00   1.3463594058e-01   1.3463594058e-01
  -8.1967967068e-02  -8.2164341673e-02   1.1960000000e+00   1.8346640000e-05   3.8773160745e+00   1.4132210419e-01   1.4132210419e-01
  -8.1631662464e-02  -8.1771592463e-02   1.1960000000e+00   1.8346640000e-05   3.7504302492e+00   7.7105247809e-02   7.7105247809e-02
  -8.1399087767e-02  -8.1491732466e-02   1.1960000000e+00   1.8346640000e-05   3.5905941836e+00  -2.7903544483e-02  -2.7903544483e-02
  -8.1206121551e-02  -8.1306443068e-02   1.1960000000e+00   1.8346640000e-05   3.4462409054e+00  -1.2993013484e-01  -1.2993013484e-01
  -8.0971748757e-02  -8.1105800034e-02   1.1960000000e+00   1.8346640000e-05   3.2930426087e+00  -2.4436899666e-01  -2.4436899666e-01
  -8.0703785174e-02  -8.0837697480e-02   1.1960000000e+00   1.8346640000e-05   3.1967439405e+00  -3.1912970035e-01  -3.1912970035e-01
  -8.0314443057e-02  -8.0569872867e-02   1.1960000000e+00   1.8346640000e-05   3.1738429910e+00  -3.3181559335e-01  -3.3181559335e-01
  -7.9801500481e-02  -8.0059013246e-02   1.1960000000e+00   1.8346640000e-05   3.2628593972e+00  -2.3942733041e-01  -2.3942733041e-01
  -7.9439337320e-02  -7.9543987717e-02   1.1960000000e+00   1.8346640000e-05   3.3189529944e+00  -1.8455630473e-01  -1.8455630473e-01
  -7.9228780158e-02  -7.9334686924e-02   1.1960000000e+00   1.8346640000e-05   3.3481185479e+00  -1.5706572049e-01  -1.5706572049e-01
  -7.9053806274e-02  -7.9122873391e-02   1.1960000000e+00   1.8346640000e-05   3.3694282942e+00  -1.3787579825e-01  -1.3787579825e-01
  -7.8936195217e-02  -7.8984739156e-02   1.1960000000e+00   1.8346640000e-05   3.3824578159e+00  -1.2651545572e-01  -1.2651545572e-01
  -7.8837592016e-02  -7.8887651278e-02   1.1960000000e+00   1.8346640000e-05   3.3925979312e+00  -1.1788335955e-01  -1.1788335955e-01
  -7.8727142531e-02  -7.8787532755e-02   1.1960000000e+00   1.8346640000e-05   3.4030222940e+00  -1.0923797155e-01  -1.0923797155e-01
  -7.8581858968e-02  -7.8666752308e-02   1.1960000000e+00   1.8346640000e-05   3.4151953856e+00  -9.9484644493e-02  -9.9484644493e-02
  -7.8411389030e-02  -7.8496965628e-02   1.1960000000e+00   1.8346640000e-05   3.4268343845e+00  -9.0689596365e-02  -9.0689596365e-02
  -7.8243601826e-02  -7.8325812431e-02   1.1960000000e+00   1.8346640000e-05   3.4356253495e+00  -8.4582273041e-02  -8.4582273041e-02
  -7.8108342262e-02  -7.8161391221e-02   1.1960000000e+00   1.8346640000e-05   3.4406993504e+00  -8.1518224097e-02  -8.1518224097e-02
  -7.8006013383e-02  -7.8055293304e-02   1.1960000000e+00   1.8346640000e-05   3.4436060605e+00  -8.0043688685e-02  -8.0043688685e-02
  -7.7901027889e-02  -7.7956733461e-02   1.1960000000e+00   1.8346640000e-05   3.4457489511e+00  -7.9281496822e-02  -7.9281496822e-02
  -7.7754295883e-02  -7.7845322317e-02   1.1960000000e+00   1.8346640000e-05   3.4475133421e+00  -7.9307417778e-02  -7.9307417778e-02
  -7.7531542678e-02  -7.7663269450e-02   1.1960000000e+00   1.8346640000e-05   3.4475204041e+00  -8.1702605856e-02  -8.1702605856e-02
  -7.7267982414e-02  -7.7399815906e-02   1.1960000000e+00   1.8346640000e-05   3.4440824303e+00  -8.7618897206e-02  -8.7618897206e-02
  -7.7004645515e-02  -7.7136148923e-02   1.1960000000e+00   1.8346640000e-05   3.4385761455e+00  -9.5540669555e-02  -9.5540669555e-02
  -7.6802797704e-02  -7.6873142107e-02   1.1960000000e+00   1.8346640000e-05   3.4337335036e+00  -1.0241929333e-01  -1.0241929333e-01
  -7.6668079611e-02  -7.6732453301e-02   1.1960000000e+00   1.8346640000e-05   3.4305053636e+00  -1.0711868301e-01  -1.0711868301e-01
  -7.6561949260e-02  -7.6603705922e-02   1.1960000000e+00   1.8346640000e-05   3.4280651940e+00  -1.1081509814e-01  -1.1081509814e-01
  -7.6456027803e-02  -7.6520192598e-02   1.1960000000e+00   1.8346640000e-05   3.4257439311e+00  -1.1445809092e-01  -1.1445809092e-01
  -7.6326502191e-02  -7.6391863008e-02   1.1960000000e+00   1.8346640000e-05   3.4232050348e+00  -1.1874636118e-01  -1.1874636118e-01
  -7.6128211231e-02  -7.6261141374e-02   1.1960000000e+00   1.8346640000e-05   3.4199382818e+00  -1.2489746535e-01  -1.2489746535e-01
  -7.5935476259e-02  -7.5995281088e-02   1.1960000000e+00   1.8346640000e-05   3.4184244068e+00  -1.2958500363e-01  -1.2958500363e-01
  -7.5815884314e-02  -7.5875671430e-02   1.1960000000e+00   1.8346640000e-05   3.4180511052e+00  -1.3200603475e-01  -1.3200603475e-01
  -7.5714494370e-02  -7.5756097198e-02   1.1960000000e+00   1.8346640000e-05   3.4182621862e+00  -1.3358222340e-01  -1.3358222340e-01
  -7.5621276300e-02  -7.5672891542e-02   1.1960000000e+00   1.8346640000e-05   3.4188153618e+00  -1.3469599528e-01  -1.3469599528e-01
  -7.5507359801e-02  -7.5569661058e-02   1.1960000000e+00   1.8346640000e-05   3.4200606676e+00  -1.3551081524e-01  -1.3551081524e-01
  -7.5383946439e-02  -7.5445058543e-02   1.1960000000e+00   1.8346640000e-05   3.4221814141e+00  -1.3563141779e-01  -1.3563141779e-01
  -7.5200841523e-02  -7.5322834334e-02   1.1960000000e+00   1.8346640000e-05   3.4264648249e+00  -1.3465614442e-01  -1.3465614442e-01
  -7.4957165199e-02  -7.5078848713e-02   1.1960000000e+00   1.8346640000e-05   3.4351081284e+00  -1.3025780044e-01  -1.3025780044e-01
  -7.4714073252e-02  -7.4835481686e-02   1.1960000000e+00   1.8346640000e-05   3.4461371434e+00  -1.2320539910e-01  -1.2320539910e-01
  -7.4532180699e-02  -7.4592664819e-02   1.1960000000e+00   1.8346640000e-05   3.4554610554e+00  -1.1663003400e-01  -1.1663003400e-01
  -7.4409648269e-02  -7.4471696579e-02   1.1960000000e+00   1.8346640000e-05   3.4618465222e+00  -1.1202090810e-01  -1.1202090810e-01
  -7.4306754293e-02  -7.4347599959e-02   1.1960000000e+00   1.8346640000e-05   3.4671356152e+00  -1.0816141014e-01  -1.0816141014e-01
  -7.4226451173e-02  -7.4265908627e-02   1.1960000000e+00   1.8346640000e-05   3.4711517728e+00  -1.0523100710e-01  -1.0523100710e-01
  -7.4132189022e-02  -7.4186993719e-02   1.1960000000e+00   1.8346640000e-05   3.4756729186e+00  -1.0195237307e-01  -1.0195237307e-01
  -7.4022752757e-02  -7.4077384325e-02   1.1960000000e+00   1.8346640000e-05   3.4804854312e+00  -9.8534993040e-02  -9.8534993040e-02
  -7.3851743543e-02  -7.3968121188e-02   1.1960000000e+00   1.8346640000e-05   3.4871094789e+00  -9.4025143122e-02  -9.4025143122e-02
  -7.3614658210e-02  -7.3735365898e-02   1.1960000000e+00   1.8346640000e-05   3.4927342616e+00  -9.1173153343e-02  -9.1173153343e-02
  -7.3399715817e-02  -7.3493950521e-02   1.1960000000e+00   1.8346640000e-05   3.4937326850e+00  -9.2576090068e-02  -9.2576090068e-02
  -7.3222189251e-02  -7.3305481114e-02   1.1960000000e+00   1.8346640000e-05   3.4918909375e+00  -9.6342721674e-02  -9.6342721674e-02
  -7.3013112222e-02  -7.3138897387e-02   1.1960000000e+00   1.8346640000e-05   3.4872840486e+00  -1.0316844377e-01  -1.0316844377e-01
  -7.2769168899e-02  -7.2887327056e-02   1.1960000000e+00   1.8346640000e-05   3.4790412018e+00  -1.1395805248e-01  -1.1395805248e-01
  -7.2595942342e-02  -7.2651010741e-02   1.1960000000e+00   1.8346640000e-05   3.4732630448e+00  -1.2159760977e-01  -1.2159760977e-01
  -7.2486016154e-02  -7.2540873943e-02   1.1960000000e+00   1.8346640000e-05   3.4701799809e+00  -1.2591109194e-01  -1.2591109194e-01
  -7.2390454846e-02  -7.2431158365e-02   1.1960000000e+00   1.8346640000e-05   3.4683384834e+00  -1.2888820418e-01  -1.2888820418e-01
  -7.2300840847e-02  -7.2349751327e-02   1.1960000000e+00   1.8346640000e-05   3.4674053042e+00  -1.3094949230e-01  -1.3094949230e-01
  -7.2189597081e-02  -7.2251930367e-02   1.1960000000e+00   1.8346640000e-05   3.4677271918e+00  -1.3214947384e-01  -1.3214947384e-01
  -7.2066130491e-02  -7.2127263795e-02   1.1960000000e+00   1.8346640000e-05   3.4706888443e+00  -1.3110257867e-01  -1.3110257867e-01
  -7.1883326715e-02  -7.2004997187e-02   1.1960000000e+00   1.8346640000e-05   3.4796167847e+00  -1.2543387414e-01  -1.2543387414e-01
  -7.1563122592e-02  -7.1761656244e-02   1.1960000000e+00   1.8346640000e-05   3.5144617530e+00  -9.8300836436e-02  -9.8300836436e-02
  -7.1253217716e-02  -7.1364588940e-02   1.1960000000e+00   1.8346640000e-05   3.5826382614e+00  -4.2086114023e-02  -4.2086114023e-02
  -7.1030032517e-02  -7.1141846493e-02   1.1960000000e+00   1.8346640000e-05   3.6419742078e+00   6.7783493207e-03   6.7783493207e-03
  -7.0853096240e-02  -7.0918218542e-02   1.1960000000e+00   1.8346640000e-05   3.6934897439e+00   4.8726779359e-02   4.8726779359e-02
  -7.0731518120e-02  -7.0787973939e-02   1.1960000000e+00   1.8346640000e-05   3.7291770363e+00   7.7476980529e-02   7.7476980529e-02
  -7.0611906790e-02  -7.0675062301e-02   1.1960000000e+00   1.8346640000e-05   3.7636133138e+00   1.0488071146e-01   1.0488071146e-01
  -7.0451514244e-02  -7.0548751278e-02   1.1960000000e+00   1.8346640000e-05   3.8074465508e+00   1.3913657525e-01   1.3913657525e-01
  -7.0150094578e-02  -7.0354277210e-02   1.1960000000e+00   1.8346640000e-05   3.8783204744e+00   1.9223279449e-01   1.9223279449e-01
  -6.9744321827e-02  -6.9945911946e-02   1.1960000000e+00   1.8346640000e-05   3.9236041458e+00   2.1708525406e-01   2.1708525406e-01
  -6.9458230101e-02  -6.9542731708e-02   1.1960000000e+00   1.8346640000e-05   3.9294027598e+00   2.1038213982e-01   2.1038213982e-01
  -6.9313280400e-02  -6.9373728495e-02   1.1960000000e+00   1.8346640000e-05   3.9307236354e+00   2.0531080517e-01   2.0531080517e-01
  -6.9192215443e-02  -6.9252832304e-02   1.1960000000e+00   1.8346640000e-05   3.9320470089e+00   2.0112930311e-01   2.0112930311e-01
  -6.8996471645e-02  -6.9131598582e-02   1.1960000000e+00   1.8346640000e-05   3.9359755713e+00   1.9574607369e-01   1.9574607369e-01
  -6.8798499864e-02  -6.8861344708e-02   1.1960000000e+00   1.8346640000e-05   3.9481015399e+00   1.9721491305e-01   1.9721491305e-01
  -6.8670148413e-02  -6.8735655020e-02   1.1960000000e+00   1.8346640000e-05   3.9585192670e+00   2.0045186126e-01   2.0045186126e-01
  -6.8549989905e-02  -6.8604641807e-02   1.1960000000e+00   1.8346640000e-05   3.9704808556e+00   2.0554712202e-01   2.0554712202e-01
  -6.8439438589e-02  -6.8495338002e-02   1.1960000000e+00   1.8346640000e-05   3.9827378485e+00   2.1149959917e-01   2.1149959917e-01
  -6.8287393808e-02  -6.8383539176e-02   1.1960000000e+00   1.8346640000e-05   4.0005691777e+00   2.2086719456e-01   2.2086719456e-01
  -6.7992496565e-02  -6.8191248441e-02   1.1960000000e+00   1.8346640000e-05   4.0340512896e+00   2.3957621155e-01   2.3957621155e-01
  -6.7596591282e-02  -6.7793744689e-02   1.1960000000e+00   1.8346640000e-05   4.0495501893e+00   2.4494272731e-01   2.4494272731e-01
  -6.7259810805e-02  -6.7399437875e-02   1.1960000000e+00   1.8346640000e-05   4.0198785225e+00   2.1719335274e-01   2.1719335274e-01
  -6.7023868788e-02  -6.7120183734e-02   1.1960000000e+00   1.8346640000e-05   3.9797993472e+00   1.8245693783e-01   1.8245693783e-01
  -6.6879214125e-02  -6.6927553842e-02   1.1960000000e+00   1.8346640000e-05   3.9494281431e+00   1.5631320339e-01   1.5631320339e-01
  -6.6789368041e-02  -6.6830874409e-02   1.1960000000e+00   1.8346640000e-05   3.9293929902e+00   1.3902515054e-01   1.3902515054e-01
  -6.6655111538e-02  -6.6747861674e-02   1.1960000000e+00   1.8346640000e-05   3.8985200042e+00   1.1226334204e-01   1.1226334204e-01
  -6.6484900427e-02  -6.6562361402e-02   1.1960000000e+00   1.8346640000e-05   3.8593306019e+00   7.7643836773e-02   7.7643836773e-02
  -6.6306728523e-02  -6.6407439451e-02   1.1960000000e+00   1.8346640000e-05   3.8214962886e+00   4.3265006234e-02   4.3265006234e-02
  -6.6161330430e-02  -6.6206017596e-02   1.1960000000e+00   1.8346640000e-05   3.7977499966e+00   2.0090911551e-02   2.0090911551e-02
  -6.6069032388e-02  -6.6116643264e-02   1.1960000000e+00   1.8346640000e-05   3.7855205591e+00   7.4199606124e-03   7.4199606124e-03
  -6.5911692311e-02  -6.6021421511e-02   1.1960000000e+00   1.8346640000e-05   3.7707506629e+00  -9.7403551901e-03  -9.7403551901e-03
  -6.5693773008e-02  -6.5801963111e-02   1.1960000000e+00   1.8346640000e-05   3.7741632418e+00  -1.5656401793e-02  -1.5656401793e-02
  -6.5461440303e-02  -6.5585582906e-02   1.1960000000e+00   1.8346640000e-05   3.8066084619e+00   1.9058673961e-04   1.9058673961e-04
  -6.5213013791e-02  -6.5337297700e-02   1.1960000000e+00   1.8346640000e-05   3.8757839265e+00   4.4543292209e-02   4.4543292209e-02
  -6.5001569597e-02  -6.5088729881e-02   1.1960000000e+00   1.8346640000e-05   3.9558677875e+00   1.0019836476e-01   1.0019836476e-01
  -6.4828343653e-02  -6.4914409312e-02   1.1960000000e+00   1.8346640000e-05   4.0267077809e+00   1.5097182103e-01   1.5097182103e-01
  -6.4568123250e-02  -6.4742277994e-02   1.1960000000e+00   1.8346640000e-05   4.1314980505e+00   2.2768570894e-01   2.2768570894e-01
  -6.4102356298e-02  -6.4393968506e-02   1.1960000000e+00   1.8346640000e-05   4.2653428720e+00   3.2752641607e-01   3.2752641607e-01
  -6.3663899940e-02  -6.3810744090e-02   1.1960000000e+00   1.8346640000e-05   4.2523065808e+00   3.0258104637e-01   3.0258104637e-01
  -6.3369479688e-02  -6.3517055791e-02   1.1960000000e+00   1.8346640000e-05   4.2050050091e+00   2.5417811870e-01   2.5417811870e-01
  -6.3124647192e-02  -6.3221903585e-02   1.1960000000e+00   1.8346640000e-05   4.1518176274e+00   2.0376447570e-01   2.0376447570e-01
  -6.2942346475e-02  -6.3027390798e-02   1.1960000000e+00   1.8346640000e-05   4.1170658661e+00   1.7091669174e-01   1.7091669174e-01
  -6.2662579731e-02  -6.2857302151e-02   1.1960000000e+00   1.8346640000e-05   4.0810256672e+00   1.3568357656e-01   1.3568357656e-01
  -6.2382963297e-02  -6.2467857312e-02   1.1960000000e+00   1.8346640000e-05   4.1104681600e+00   1.5710469975e-01   1.5710469975e-01
  -6.2207914897e-02  -6.2298069283e-02   1.1960000000e+00   1.8346640000e-05   4.1392097963e+00   1.8095850601e-01   1.8095850601e-01
  -6.1936761452e-02  -6.2117760511e-02   1.1960000000e+00   1.8346640000e-05   4.1895631809e+00   2.2723605306e-01   2.2723605306e-01
  -6.1444503059e-02  -6.1755762393e-02   1.1960000000e+00   1.8346640000e-05   4.2353138827e+00   2.9609045090e-01   2.9609045090e-01
  -6.0954841111e-02  -6.1133243725e-02   1.1960000000e+00   1.8346640000e-05   4.1150145727e+00   2.5988252362e-01   2.5988252362e-01
  -6.0688642832e-02  -6.0776438498e-02   1.1960000000e+00   1.8346640000e-05   4.0268025523e+00   2.2486534164e-01   2.2486534164e-01
  -6.0460225898e-02  -6.0600847166e-02   1.1960000000e+00   1.8346640000e-05   3.9500501003e+00   1.9370548022e-01   1.9370548022e-01
  -6.0140787241e-02  -6.0319604630e-02   1.1960000000e+00   1.8346640000e-05   3.8559833941e+00   1.5737787730e-01   1.5737787730e-01
  -5.9780446287e-02  -5.9961969851e-02   1.1960000000e+00   1.8346640000e-05   3.7917025569e+00   1.4082076276e-01   1.4082076276e-01
  -5.9419814635e-02  -5.9598922723e-02   1.1960000000e+00   1.8346640000e-05   3.7789066782e+00   1.5440319081e-01   1.5440319081e-01
  -5.9061720934e-02  -5.9240706546e-02   1.1960000000e+00   1.8346640000e-05   3.8093883890e+00   1.9285254472e-01   1.9285254472e-01
  -5.8767340455e-02  -5.8882735322e-02   1.1960000000e+00   1.8346640000e-05   3.8522715593e+00   2.3443774989e-01   2.3443774989e-01
  -5.8539311821e-02  -5.8651945587e-02   1.1960000000e+00   1.8346640000e-05   3.8841279267e+00   2.6564132601e-01   2.6564132601e-01
  -5.8263643377e-02  -5.8426678054e-02   1.1960000000e+00   1.8346640000e-05   3.9118617768e+00   2.9689841508e-01   2.9689841508e-01
  -5.7935109182e-02  -5.8100608701e-02   1.1960000000e+00   1.8346640000e-05   3.9112564480e+00   3.1448651223e-01   3.1448651223e-01
  -5.7638650148e-02  -5.7769609664e-02   1.1960000000e+00   1.8346640000e-05   3.8758230672e+00   3.1030344793e-01   3.1030344793e-01
  -5.7411908605e-02  -5.7507690633e-02   1.1960000000e+00   1.8346640000e-05   3.8329253446e+00   2.9815065321e-01   2.9815065321e-01
  -5.7201664935e-02  -5.7316126577e-02   1.1960000000e+00   1.8346640000e-05   3.7870466160e+00   2.8348003567e-01   2.8348003567e-01
  -5.6945890143e-02  -5.7087203293e-02   1.1960000000e+00   1.8346640000e-05   3.7290375401e+00   2.6449238943e-01   2.6449238943e-01
  -5.6662381716e-02  -5.6804576994e-02   1.1960000000e+00   1.8346640000e-05   3.6713305461e+00   2.4726173050e-01   2.4726173050e-01
  -5.6373335082e-02  -5.6520186439e-02   1.1960000000e+00   1.8346640000e-05   3.6251929967e+00   2.3682055758e-01   2.3682055758e-01
  -5.6076707482e-02  -5.6226483725e-02   1.1960000000e+00   1.8346640000e-05   3.5917949545e+00   2.3376712346e-01   2.3376712346e-01
  -5.5854986851e-02  -5.5926931238e-02   1.1960000000e+00   1.8346640000e-05   3.5745207552e+00   2.3555611516e-01   2.3555611516e-01
  -5.5723167302e-02  -5.5783042463e-02   1.1960000000e+00   1.8346640000e-05   3.5655538394e+00   2.3725733964e-01   2.3725733964e-01
  -5.5600353069e-02  -5.5663292140e-02   1.1960000000e+00   1.8346640000e-05   3.5577952985e+00   2.3909259587e-01   2.3909259587e-01
  -5.5468470198e-02  -5.5537413998e-02   1.1960000000e+00   1.8346640000e-05   3.5497198556e+00   2.4109869121e-01   2.4109869121e-01
  -5.5309875915e-02  -5.5399526398e-02   1.1960000000e+00   1.8346640000e-05   3.5398075149e+00   2.4323350426e-01   2.4323350426e-01
  -5.5130176012e-02  -5.5220225433e-02   1.1960000000e+00   1.8346640000e-05   3.5274511004e+00   2.4473309021e-01   2.4473309021e-01
  -5.4963670307e-02  -5.5040126592e-02   1.1960000000e+00   1.8346640000e-05   3.5142748258e+00   2.4482793988e-01   2.4482793988e-01
  -5.4818887299e-02  -5.4887214023e-02   1.1960000000e+00   1.8346640000e-05   3.5012094243e+00   2.4372438041e-01   2.4372438041e-01
  -5.4678019681e-02  -5.4750560576e-02   1.1960000000e+00   1.8346640000e-05   3.4869276969e+00   2.4149034110e-01   2.4149034110e-01
  -5.4448033724e-02  -5.4605478785e-02   1.1960000000e+00   1.8346640000e-05   3.4607160924e+00   2.3568252544e-01   2.3568252544e-01
  -5.4131328059e-02  -5.4290588664e-02   1.1960000000e+00   1.8346640000e-05   3.4156914967e+00   2.2086260365e-01   2.2086260365e-01
  -5.3823643849e-02  -5.3972067454e-02   1.1960000000e+00   1.8346640000e-05   3.3644020523e+00   2.0039060378e-01   2.0039060378e-01
  -5.3606934616e-02  -5.3675220245e-02   1.1960000000e+00   1.8346640000e-05   3.3251023724e+00   1.8314075686e-01   1.8314075686e-01
  -5.3471295640e-02  -5.3538648987e-02   1.1960000000e+00   1.8346640000e-05   3.3001075519e+00   1.7188525051e-01   1.7188525051e-01
  -5.3331269122e-02  -5.3403942294e-02   1.1960000000e+00   1.8346640000e-05   3.2742624733e+00   1.6005074355e-01   1.6005074355e-01
  -5.3153376398e-02  -5.3258595950e-02   1.1960000000e+00   1.8346640000e-05   3.2419149444e+00   1.4510208975e-01   1.4510208975e-01
  -5.2837386873e-02  -5.3048156845e-02   1.1960000000e+00   1.8346640000e-05   3.1875346655e+00   1.2005257235e-01   1.2005257235e-01
  -5.2415579408e-02  -5.2626616901e-02   1.1960000000e+00   1.8346640000e-05   3.1316454333e+00   9.6560291535e-02   9.6560291535e-02
  -5.1865957057e-02  -5.2204541915e-02   1.1960000000e+00   1.8346640000e-05   3.0910873243e+00   8.6066850673e-02   8.6066850673e-02
  -5.1368654784e-02  -5.1527372200e-02   1.1960000000e+00   1.8346640000e-05   3.1071550683e+00   1.0923495758e-01   1.0923495758e-01
  -5.1114188376e-02  -5.1209937369e-02   1.1960000000e+00   1.8346640000e-05   3.1240473347e+00   1.2611768543e-01   1.2611768543e-01
  -5.0920399478e-02  -5.1018439383e-02   1.1960000000e+00   1.8346640000e-05   3.1396401930e+00   1.4044315114e-01   1.4044315114e-01
  -5.0691001470e-02  -5.0822359573e-02   1.1960000000e+00   1.8346640000e-05   3.1601541301e+00   1.5836420868e-01   1.5836420868e-01
  -5.0227329484e-02  -5.0559643367e-02   1.1960000000e+00   1.8346640000e-05   3.2030767624e+00   1.9458847578e-01   1.9458847578e-01
  -4.9458539881e-02  -4.9895015601e-02   1.1960000000e+00   1.8346640000e-05   3.2468618718e+00   2.3423100567e-01   2.3423100567e-01
  -4.8742542817e-02  -4.9022064162e-02   1.1960000000e+00   1.8346640000e-05   3.2145053149e+00   2.2440224311e-01   2.2440224311e-01
  -4.8200605104e-02  -4.8463021473e-02   1.1960000000e+00   1.8346640000e-05   3.1558574184e+00   1.9277122732e-01   1.9277122732e-01
  -4.7816135185e-02  -4.7938188735e-02   1.1960000000e+00   1.8346640000e-05   3.0979129082e+00   1.5632482674e-01   1.5632482674e-01
  -4.7587502415e-02  -4.7694081635e-02   1.1960000000e+00   1.8346640000e-05   3.0609072978e+00   1.3170186541e-01   1.3170186541e-01
  -4.7371616911e-02  -4.7480923195e-02   1.1960000000e+00   1.8346640000e-05   3.0248961594e+00   1.0656059926e-01   1.0656059926e-01
  -4.7131547741e-02  -4.7262310627e-02   1.1960000000e+00   1.8346640000e-05   2.9847434314e+00   7.7084164521e-02   7.7084164521e-02
  -4.6873494073e-02  -4.7000784855e-02   1.1960000000e+00   1.8346640000e-05   2.9429521181e+00   4.4399662628e-02   4.4399662628e-02
  -4.6482472346e-02  -4.6746203290e-02   1.1960000000e+00   1.8346640000e-05   2.8837261638e+00  -5.1065775580e-03  -5.1065775580e-03
  -4.5944531053e-02  -4.6218741402e-02   1.1960000000e+00   1.8346640000e-05   2.8210989321e+00  -6.7149333508e-02  -6.7149333508e-02
  -4.5099078015e-02  -4.5670320704e-02   1.1960000000e+00   1.8346640000e-05   2.7586456875e+00  -1.4589266409e-01  -1.4589266409e-01
  -4.3359577116e-02  -4.4527835326e-02   1.1960000000e+00   1.8346640000e-05   2.7543624071e+00  -2.0776576040e-01  -2.0776576040e-01
  -4.0850096580e-02  -4.2191318906e-02   1.1960000000e+00   1.8346640000e-05   2.7681759444e+00  -2.1513347451e-01  -2.1513347451e-01
  -3.6815670783e-02  -3.9508874255e-02   1.1960000000e+00   1.8346640000e-05   2.8081884179e+00  -2.0627219738e-01  -2.0627219738e-01
  -3.1427039632e-02  -3.4122467312e-02   1.1960000000e+00   1.8346640000e-05   2.7871272342e+00  -1.9729327502e-01  -1.9729327502e-01
  -2.6741211557e-02  -2.8731611952e-02   1.1960000000e+00   1.8346640000e-05   2.7407072213e+00  -1.9061549554e-01  -1.9061549554e-01
  -2.3757333256e-02  -2.4750811161e-02   1.1960000000e+00   1.8346640000e-05   2.7199791557e+00  -2.2718889445e-01  -2.2718889445e-01
  -2.2261551824e-02  -2.2763855351e-02   1.1960000000e+00   1.8346640000e-05   2.7685812973e+00  -2.1657238874e-01  -2.1657238874e-01
  -2.1517140187e-02  -2.1759248296e-02   1.1960000000e+00   1.8346640000e-05   2.8540760385e+00  -1.7699953431e-01  -1.7699953431e-01
  -2.1036074966e-02  -2.1275032078e-02   1.1960000000e+00   1.8346640000e-05   2.9199986801e+00  -1.4728295787e-01  -1.4728295787e-01
  -2.0692770314e-02  -2.0797117853e-02   1.1960000000e+00   1.8346640000e-05   2.9660713110e+00  -1.2877479591e-01  -1.2877479591e-01
  -2.0513714750e-02  -2.0588422774e-02   1.1960000000e+00   1.8346640000e-05   2.9881563953e+00  -1.2079636298e-01  -1.2079636298e-01
  -2.0345759937e-02  -2.0439006726e-02   1.1960000000e+00   1.8346640000e-05   3.0069975926e+00  -1.1478132057e-01  -1.1478132057e-01
  -2.0109594856e-02  -2.0252513148e-02   1.1960000000e+00   1.8346640000e-05   3.0293708716e+00  -1.0939798936e-01  -1.0939798936e-01
  -1.9822742851e-02  -1.9966676565e-02   1.1960000000e+00   1.8346640000e-05   3.0472604730e+00  -1.0953947437e-01  -1.0953947437e-01
  -1.9483292689e-02  -1.9678809137e-02   1.1960000000e+00   1.8346640000e-05   3.0568970342e+00  -1.1793394746e-01  -1.1793394746e-01
  -1.9201661059e-02  -1.9287776241e-02   1.1960000000e+00   1.8346640000e-05   3.0547358227e+00  -1.3247510719e-01  -1.3247510719e-01
  -1.9018417811e-02  -1.9115545876e-02   1.1960000000e+00   1.8346640000e-05   3.0524682055e+00  -1.4285294494e-01  -1.4285294494e-01
  -1.8795231428e-02  -1.8921289746e-02   1.1960000000e+00   1.8346640000e-05   3.0508006880e+00  -1.5529461859e-01  -1.5529461859e-01
  -1.8415564203e-02  -1.8669173110e-02   1.1960000000e+00   1.8346640000e-05   3.0571745161e+00  -1.7140877069e-01  -1.7140877069e-01
  -1.7904950479e-02  -1.8161955296e-02   1.1960000000e+00   1.8346640000e-05   3.1173937937e+00  -1.5892900758e-01  -1.5892900758e-01
  -1.7090693029e-02  -1.7647945662e-02   1.1960000000e+00   1.8346640000e-05   3.2522799654e+00  -1.0043313157e-01  -1.0043313157e-01
  -1.6255228518e-02  -1.6533440397e-02   1.1960000000e+00   1.8346640000e-05   3.3175684209e+00  -1.1139797067e-01  -1.1139797067e-01
  -1.5845179355e-02  -1.5977016640e-02   1.1960000000e+00   1.8346640000e-05   3.4247535452e+00  -1.2553837633e-01  -1.2553837633e-01
  -1.5650821130e-02  -1.5713342071e-02   1.1960000000e+00   1.8346640000e-05   3.5514967448e+00  -1.1227520126e-01  -1.1227520126e-01
  -1.5527084524e-02  -1.5588300188e-02   1.1960000000e+00   1.8346640000e-05   3.6603995643e+00  -9.4962858866e-02  -9.4962858866e-02
  -1.5419491462e-02  -1.5465868861e-02   1.1960000000e+00   1.8346640000e-05   3.7798158811e+00  -7.1314028291e-02  -7.1314028291e-02
  -1.5327077258e-02  -1.5373114064e-02   1.1960000000e+00   1.8346640000e-05   3.8972720067e+00  -4.5246183663e-02  -4.5246183663e-02
